date,period,series,region,property_type,index,pct_1m,pct_3m,pct_12m
2023-08-01,2023-08,Dublin - apartments,Dublin,Apartments,151.1,0.7,1.2,-0.2
2023-08-01,2023-08,Dublin - houses,Dublin,Houses,146.4,0.7,1.5,-2.2
2023-08-01,2023-08,Dublin City - houses,Dublin City,Houses,144.3,0.9,1.8,-3.7
2023-08-01,2023-08,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,141.5,0.1,2.1,-4.0
2023-08-01,2023-08,Fingal - houses,Fingal,Houses,147.9,0.8,0.9,0.7
2023-08-01,2023-08,Mid-East - houses,Mid-East,Houses,172.3,0.4,1.0,3.3
2023-08-01,2023-08,Mid-West - houses,Mid-West,Houses,195.2,0.6,3.9,4.1
2023-08-01,2023-08,Midland - houses,Midland,Houses,207.8,-0.1,0.1,1.9
2023-08-01,2023-08,National - all residential properties,National,All residential,168.5,0.5,1.6,1.1
2023-08-01,2023-08,National - apartments,National,Apartments,167.3,0.8,1.4,0.6
2023-08-01,2023-08,National - houses,National,Houses,169.0,0.4,1.6,1.1
2023-08-01,2023-08,National excluding Dublin - all residential properties,National excluding Dublin,All residential,191.3,0.3,1.7,3.3
2023-08-01,2023-08,National excluding Dublin - apartments,National excluding Dublin,Apartments,210.7,1.0,1.7,2.1
2023-08-01,2023-08,National excluding Dublin - houses,National excluding Dublin,Houses,189.7,0.3,1.7,3.4
2023-08-01,2023-08,South Dublin - houses,South Dublin,Houses,149.8,0.9,0.8,0.3
2023-08-01,2023-08,South-East - houses,South-East,Houses,197.1,-0.1,2.9,3.3
2023-08-01,2023-08,South-West - houses,South-West,Houses,188.4,0.1,2.3,4.4
2023-08-01,2023-08,West - houses,West,Houses,220.7,0.4,1.7,2.4
2023-09-01,2023-09,Border - houses,Border,Houses,200.5,1.4,1.4,3.4
2023-09-01,2023-09,Dublin - all residential properties,Dublin,All residential,148.3,1.0,2.0,-1.7
2023-09-01,2023-09,Dublin - apartments,Dublin,Apartments,152.5,1.0,2.2,0.5
2023-09-01,2023-09,Dublin - houses,Dublin,Houses,147.8,1.0,2.0,-2.2
2023-09-01,2023-09,Dublin City - houses,Dublin City,Houses,145.8,1.1,2.7,-3.4
2023-09-01,2023-09,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,143.1,1.1,2.2,-3.5
2023-09-01,2023-09,Fingal - houses,Fingal,Houses,149.0,0.8,1.1,0.2
2023-09-01,2023-09,Mid-East - houses,Mid-East,Houses,173.3,0.6,1.0,3.6
2023-09-01,2023-09,Mid-West - houses,Mid-West,Houses,196.8,0.8,3.2,4.5
2023-09-01,2023-09,Midland - houses,Midland,Houses,209.1,0.6,0.9,2.5
2023-09-01,2023-09,National - all residential properties,National,All residential,170.1,0.9,1.9,1.4
2023-09-01,2023-09,National - apartments,National,Apartments,169.0,1.0,2.2,1.8
2023-09-01,2023-09,National - houses,National,Houses,170.6,0.9,1.9,1.4
2023-09-01,2023-09,National excluding Dublin - all residential properties,National excluding Dublin,All residential,193.0,0.9,1.8,3.9
2023-09-01,2023-09,National excluding Dublin - apartments,National excluding Dublin,Apartments,213.1,1.2,2.4,4.5
2023-09-01,2023-09,National excluding Dublin - houses,National excluding Dublin,Houses,191.3,0.9,1.8,3.8
2023-09-01,2023-09,South Dublin - houses,South Dublin,Houses,150.9,0.7,1.5,-0.4
2023-09-01,2023-09,South-East - houses,South-East,Houses,198.7,0.8,2.0,4.0
2023-09-01,2023-09,South-West - houses,South-West,Houses,191.5,1.7,3.0,5.1
2023-09-01,2023-09,West - houses,West,Houses,220.8,0.0,1.4,1.9
2023-10-01,2023-10,Border - houses,Border,Houses,203.3,1.4,3.0,4.9
2023-10-01,2023-10,Dublin - all residential properties,Dublin,All residential,149.9,1.1,2.8,-0.5
2023-10-01,2023-10,Dublin - apartments,Dublin,Apartments,152.8,0.1,1.8,-0.4
2023-10-01,2023-10,Dublin - houses,Dublin,Houses,149.8,1.3,3.0,-0.6
2023-10-01,2023-10,Dublin City - houses,Dublin City,Houses,147.6,1.2,3.2,-1.2
2023-10-01,2023-10,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,145.1,1.4,2.6,-1.5
2023-10-01,2023-10,Fingal - houses,Fingal,Houses,151.2,1.4,3.1,1.1
2023-10-01,2023-10,Mid-East - houses,Mid-East,Houses,174.9,0.9,1.9,3.8
2023-10-01,2023-10,Mid-West - houses,Mid-West,Houses,199.0,1.2,2.6,6.2
2023-10-01,2023-10,Midland - houses,Midland,Houses,210.6,0.7,1.2,3.5
2023-10-01,2023-10,National - all residential properties,National,All residential,171.9,1.0,2.5,2.3
2023-10-01,2023-10,National - apartments,National,Apartments,169.8,0.4,2.3,1.4
2023-10-01,2023-10,National - houses,National,Houses,172.5,1.1,2.5,2.4
2023-10-01,2023-10,National excluding Dublin - all residential properties,National excluding Dublin,All residential,194.9,1.0,2.2,4.5
2023-10-01,2023-10,National excluding Dublin - apartments,National excluding Dublin,Apartments,215.3,1.0,3.2,5.1
2023-10-01,2023-10,National excluding Dublin - houses,National excluding Dublin,Houses,193.3,1.0,2.1,4.4
2023-10-01,2023-10,South Dublin - houses,South Dublin,Houses,152.9,1.3,3.0,0.0
2023-10-01,2023-10,South-East - houses,South-East,Houses,200.3,0.8,1.5,4.9
2023-10-01,2023-10,South-West - houses,South-West,Houses,192.9,0.7,2.6,4.7
2023-10-01,2023-10,West - houses,West,Houses,225.1,2.0,2.5,3.5
2023-11-01,2023-11,Border - houses,Border,Houses,206.0,1.3,4.1,4.6
2023-11-01,2023-11,Dublin - all residential properties,Dublin,All residential,151.8,1.2,3.3,0.9
2023-11-01,2023-11,Dublin - apartments,Dublin,Apartments,154.8,1.3,2.5,0.8
2023-11-01,2023-11,Dublin - houses,Dublin,Houses,151.6,1.2,3.5,0.9
2023-11-01,2023-11,Dublin City - houses,Dublin City,Houses,149.1,1.1,3.4,0.5
2023-11-01,2023-11,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,146.7,1.1,3.6,0.2
2023-11-01,2023-11,Fingal - houses,Fingal,Houses,153.1,1.3,3.5,2.2
2023-11-01,2023-11,Mid-East - houses,Mid-East,Houses,176.8,1.1,2.6,3.9
2023-11-01,2023-11,Mid-West - houses,Mid-West,Houses,201.4,1.2,3.2,7.8
2023-11-01,2023-11,Midland - houses,Midland,Houses,212.1,0.7,2.1,3.9
2023-11-01,2023-11,National - all residential properties,National,All residential,173.5,1.0,3.0,3.0
2023-11-01,2023-11,National - apartments,National,Apartments,171.9,1.3,2.8,2.9
2023-11-01,2023-11,National - houses,National,Houses,174.1,0.9,3.0,3.1
2023-11-01,2023-11,National excluding Dublin - all residential properties,National excluding Dublin,All residential,196.4,0.8,2.7,4.7
2023-11-01,2023-11,National excluding Dublin - apartments,National excluding Dublin,Apartments,217.6,1.1,3.3,7.2
2023-11-01,2023-11,National excluding Dublin - houses,National excluding Dublin,Houses,194.7,0.8,2.6,4.5
2023-11-01,2023-11,South Dublin - houses,South Dublin,Houses,155.2,1.5,3.6,1.1
2023-11-01,2023-11,South-East - houses,South-East,Houses,201.1,0.4,2.0,5.2
2023-11-01,2023-11,South-West - houses,South-West,Houses,192.7,-0.1,2.3,3.9
2023-11-01,2023-11,West - houses,West,Houses,227.4,1.0,3.0,3.8
2023-12-01,2023-12,Border - houses,Border,Houses,206.3,0.1,2.9,3.2
2023-12-01,2023-12,Dublin - all residential properties,Dublin,All residential,153.7,1.3,3.6,2.5
2023-12-01,2023-12,Dublin - apartments,Dublin,Apartments,156.6,1.2,2.7,2.3
2023-12-01,2023-12,Dublin - houses,Dublin,Houses,153.6,1.3,3.9,2.6
2023-12-01,2023-12,Dublin City - houses,Dublin City,Houses,151.0,1.3,3.6,2.7
2023-12-01,2023-12,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,147.2,0.4,2.9,1.0
2023-12-01,2023-12,Fingal - houses,Fingal,Houses,154.2,0.7,3.5,2.8
2023-12-01,2023-12,Mid-East - houses,Mid-East,Houses,180.1,1.8,3.9,5.0
2023-12-01,2023-12,Mid-West - houses,Mid-West,Houses,202.2,0.4,2.7,7.5
2023-12-01,2023-12,Midland - houses,Midland,Houses,218.7,3.1,4.6,7.5
2023-12-01,2023-12,National - all residential properties,National,All residential,175.7,1.3,3.3,4.1
2023-12-01,2023-12,National - apartments,National,Apartments,174.0,1.2,2.9,4.0
2023-12-01,2023-12,National - houses,National,Houses,176.3,1.3,3.4,4.1
2023-12-01,2023-12,National excluding Dublin - all residential properties,National excluding Dublin,All residential,198.8,1.2,3.0,5.3
2023-12-01,2023-12,National excluding Dublin - apartments,National excluding Dublin,Apartments,220.3,1.2,3.4,7.5
2023-12-01,2023-12,National excluding Dublin - houses,National excluding Dublin,Houses,197.1,1.2,3.0,5.2
2023-12-01,2023-12,South Dublin - houses,South Dublin,Houses,160.9,3.7,6.6,4.5
2023-12-01,2023-12,South-East - houses,South-East,Houses,202.0,0.5,1.7,6.8
2023-12-01,2023-12,South-West - houses,South-West,Houses,195.3,1.3,2.0,4.3
2023-12-01,2023-12,West - houses,West,Houses,228.5,0.5,3.5,3.1
2024-01-01,2024-01,Border - houses,Border,Houses,206.8,0.2,1.7,2.7
2024-01-01,2024-01,Dublin - all residential properties,Dublin,All residential,155.1,0.9,3.5,4.6
2024-01-01,2024-01,Dublin - apartments,Dublin,Apartments,157.6,0.6,3.2,3.9
2024-01-01,2024-01,Dublin - houses,Dublin,Houses,155.1,1.0,3.6,4.8
2024-01-01,2024-01,Dublin City - houses,Dublin City,Houses,152.9,1.3,3.6,5.9
2024-01-01,2024-01,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,148.4,0.8,2.2,3.1
2024-01-01,2024-01,Fingal - houses,Fingal,Houses,156.2,1.3,3.3,4.4
2024-01-01,2024-01,Mid-East - houses,Mid-East,Houses,180.7,0.3,3.3,5.8
2024-01-01,2024-01,Mid-West - houses,Mid-West,Houses,203.7,0.8,2.4,9.2
2024-01-01,2024-01,Midland - houses,Midland,Houses,223.2,2.1,6.0,8.9
2024-01-01,2024-01,National - all residential properties,National,All residential,176.9,0.7,2.9,5.4
2024-01-01,2024-01,National - apartments,National,Apartments,174.8,0.5,2.9,5.0
2024-01-01,2024-01,National - houses,National,Houses,177.5,0.7,2.9,5.4
2024-01-01,2024-01,National excluding Dublin - all residential properties,National excluding Dublin,All residential,199.8,0.5,2.5,6.0
2024-01-01,2024-01,National excluding Dublin - apartments,National excluding Dublin,Apartments,220.7,0.2,2.5,7.1
2024-01-01,2024-01,National excluding Dublin - houses,National excluding Dublin,Houses,198.1,0.5,2.5,5.9
2024-01-01,2024-01,South Dublin - houses,South Dublin,Houses,161.8,0.6,5.8,5.6
2024-01-01,2024-01,South-East - houses,South-East,Houses,201.3,-0.4,0.5,5.2
2024-01-01,2024-01,South-West - houses,South-West,Houses,196.4,0.6,1.8,5.5
2024-01-01,2024-01,West - houses,West,Houses,230.0,0.7,2.2,4.8
2024-02-01,2024-02,Border - houses,Border,Houses,206.0,-0.4,0.0,1.4
2024-02-01,2024-02,Dublin - all residential properties,Dublin,All residential,155.8,0.4,2.7,5.6
2024-02-01,2024-02,Dublin - apartments,Dublin,Apartments,158.3,0.5,2.3,4.4
2024-02-01,2024-02,Dublin - houses,Dublin,Houses,155.8,0.4,2.8,5.9
2024-02-01,2024-02,Dublin City - houses,Dublin City,Houses,154.7,1.2,3.8,7.7
2024-02-01,2024-02,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,148.0,-0.2,0.9,4.1
2024-02-01,2024-02,Fingal - houses,Fingal,Houses,156.3,0.1,2.1,5.1
2024-02-01,2024-02,Mid-East - houses,Mid-East,Houses,181.2,0.3,2.5,6.0
2024-02-01,2024-02,Mid-West - houses,Mid-West,Houses,204.0,0.1,1.3,10.3
2024-02-01,2024-02,Midland - houses,Midland,Houses,223.8,0.3,5.5,8.1
2024-02-01,2024-02,National - all residential properties,National,All residential,177.7,0.4,2.4,6.2
2024-02-01,2024-02,National - apartments,National,Apartments,176.1,0.7,2.4,5.9
2024-02-01,2024-02,National - houses,National,Houses,178.3,0.4,2.4,6.2
2024-02-01,2024-02,National excluding Dublin - all residential properties,National excluding Dublin,All residential,200.7,0.5,2.2,6.6
2024-02-01,2024-02,National excluding Dublin - apartments,National excluding Dublin,Apartments,223.6,1.3,2.7,9.0
2024-02-01,2024-02,National excluding Dublin - houses,National excluding Dublin,Houses,198.9,0.4,2.1,6.4
2024-02-01,2024-02,South Dublin - houses,South Dublin,Houses,162.5,0.5,4.7,6.4
2024-02-01,2024-02,South-East - houses,South-East,Houses,201.4,0.1,0.2,5.5
2024-02-01,2024-02,South-West - houses,South-West,Houses,199.4,1.5,3.5,7.4
2024-02-01,2024-02,West - houses,West,Houses,229.1,-0.4,0.7,5.4
2024-03-01,2024-03,Border - houses,Border,Houses,206.2,0.1,0.0,2.2
2024-03-01,2024-03,Dublin - all residential properties,Dublin,All residential,157.0,0.7,2.1,7.3
2024-03-01,2024-03,Dublin - apartments,Dublin,Apartments,158.2,-0.1,1.0,5.1
2024-03-01,2024-03,Dublin - houses,Dublin,Houses,157.3,1.0,2.4,7.8
2024-03-01,2024-03,Dublin City - houses,Dublin City,Houses,156.2,0.9,3.4,9.3
2024-03-01,2024-03,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,149.0,0.7,1.2,5.2
2024-03-01,2024-03,Fingal - houses,Fingal,Houses,158.5,1.4,2.8,8.1
2024-03-01,2024-03,Mid-East - houses,Mid-East,Houses,181.1,0.0,0.6,6.8
2024-03-01,2024-03,Mid-West - houses,Mid-West,Houses,204.7,0.4,1.3,11.9
2024-03-01,2024-03,Midland - houses,Midland,Houses,224.4,0.3,2.6,7.9
2024-03-01,2024-03,National - all residential properties,National,All residential,178.6,0.5,1.6,7.4
2024-03-01,2024-03,National - apartments,National,Apartments,176.5,0.2,1.5,6.8
2024-03-01,2024-03,National - houses,National,Houses,179.2,0.5,1.6,7.5
2024-03-01,2024-03,National excluding Dublin - all residential properties,National excluding Dublin,All residential,201.3,0.3,1.2,7.4
2024-03-01,2024-03,National excluding Dublin - apartments,National excluding Dublin,Apartments,225.7,0.9,2.5,10.3
2024-03-01,2024-03,National excluding Dublin - houses,National excluding Dublin,Houses,199.4,0.3,1.1,7.2
2024-03-01,2024-03,South Dublin - houses,South Dublin,Houses,163.9,0.8,1.8,8.8
2024-03-01,2024-03,South-East - houses,South-East,Houses,203.4,1.0,0.7,6.5
2024-03-01,2024-03,South-West - houses,South-West,Houses,200.8,0.7,2.8,8.1
2024-03-01,2024-03,West - houses,West,Houses,227.9,-0.5,-0.3,6.1
2024-04-01,2024-04,Border - houses,Border,Houses,209.8,1.8,1.5,5.5
2024-04-01,2024-04,Dublin - all residential properties,Dublin,All residential,157.0,0.0,1.2,8.2
2024-04-01,2024-04,Dublin - apartments,Dublin,Apartments,158.7,0.3,0.7,6.2
2024-04-01,2024-04,Dublin - houses,Dublin,Houses,157.2,0.0,1.4,8.8
2024-04-01,2024-04,Dublin City - houses,Dublin City,Houses,156.1,-0.1,2.1,10.0
2024-04-01,2024-04,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,150.0,0.6,1.1,7.2
2024-04-01,2024-04,Fingal - houses,Fingal,Houses,157.6,-0.6,0.9,7.6
2024-04-01,2024-04,Mid-East - houses,Mid-East,Houses,181.8,0.4,0.6,6.5
2024-04-01,2024-04,Mid-West - houses,Mid-West,Houses,205.4,0.3,0.8,9.5
2024-04-01,2024-04,Midland - houses,Midland,Houses,226.6,1.0,1.5,9.0
2024-04-01,2024-04,National - all residential properties,National,All residential,179.3,0.4,1.4,7.9
2024-04-01,2024-04,National - apartments,National,Apartments,177.2,0.4,1.4,7.5
2024-04-01,2024-04,National - houses,National,Houses,180.0,0.4,1.4,8.0
2024-04-01,2024-04,National excluding Dublin - all residential properties,National excluding Dublin,All residential,202.8,0.7,1.5,7.7
2024-04-01,2024-04,National excluding Dublin - apartments,National excluding Dublin,Apartments,227.1,0.6,2.9,10.1
2024-04-01,2024-04,National excluding Dublin - houses,National excluding Dublin,Houses,200.9,0.7,1.4,7.5
2024-04-01,2024-04,South Dublin - houses,South Dublin,Houses,163.5,-0.2,1.1,10.2
2024-04-01,2024-04,South-East - houses,South-East,Houses,204.7,0.7,1.7,6.6
2024-04-01,2024-04,South-West - houses,South-West,Houses,203.1,1.2,3.4,9.3
2024-04-01,2024-04,West - houses,West,Houses,229.6,0.7,-0.2,6.8
2024-05-01,2024-05,Border - houses,Border,Houses,212.4,1.3,3.1,6.6
2024-05-01,2024-05,Dublin - all residential properties,Dublin,All residential,157.6,0.3,1.1,8.8
2024-05-01,2024-05,Dublin - apartments,Dublin,Apartments,158.8,0.1,0.3,6.4
2024-05-01,2024-05,Dublin - houses,Dublin,Houses,157.9,0.4,1.4,9.4
2024-05-01,2024-05,Dublin City - houses,Dublin City,Houses,156.6,0.3,1.2,10.6
2024-05-01,2024-05,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,150.6,0.4,1.7,8.6
2024-05-01,2024-05,Fingal - houses,Fingal,Houses,158.6,0.7,1.5,8.2
2024-05-01,2024-05,Mid-East - houses,Mid-East,Houses,181.4,-0.2,0.1,6.4
2024-05-01,2024-05,Mid-West - houses,Mid-West,Houses,209.3,1.9,2.6,11.4
2024-05-01,2024-05,Midland - houses,Midland,Houses,228.6,0.9,2.1,10.1
2024-05-01,2024-05,National - all residential properties,National,All residential,180.0,0.4,1.3,8.5
2024-05-01,2024-05,National - apartments,National,Apartments,177.8,0.3,1.0,7.7
2024-05-01,2024-05,National - houses,National,Houses,180.7,0.4,1.4,8.6
2024-05-01,2024-05,National excluding Dublin - all residential properties,National excluding Dublin,All residential,203.7,0.4,1.5,8.3
2024-05-01,2024-05,National excluding Dublin - apartments,National excluding Dublin,Apartments,229.1,0.9,2.5,10.6
2024-05-01,2024-05,National excluding Dublin - houses,National excluding Dublin,Houses,201.7,0.4,1.4,8.1
2024-05-01,2024-05,South Dublin - houses,South Dublin,Houses,163.9,0.2,0.8,10.2
2024-05-01,2024-05,South-East - houses,South-East,Houses,204.2,-0.3,1.4,6.6
2024-05-01,2024-05,South-West - houses,South-West,Houses,203.7,0.3,2.1,10.6
2024-05-01,2024-05,West - houses,West,Houses,232.4,1.2,1.5,7.1
2024-06-01,2024-06,Border - houses,Border,Houses,216.5,1.9,5.0,9.5
2024-06-01,2024-06,Dublin - all residential properties,Dublin,All residential,158.9,0.8,1.2,9.3
2024-06-01,2024-06,Dublin - apartments,Dublin,Apartments,159.9,0.7,1.1,7.1
2024-06-01,2024-06,Dublin - houses,Dublin,Houses,159.3,0.9,1.3,9.9
2024-06-01,2024-06,Dublin City - houses,Dublin City,Houses,158.0,0.9,1.2,11.3
2024-06-01,2024-06,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,152.2,1.1,2.1,8.7
2024-06-01,2024-06,Fingal - houses,Fingal,Houses,160.3,1.0,1.1,8.7
2024-06-01,2024-06,Mid-East - houses,Mid-East,Houses,183.4,1.1,1.2,6.8
2024-06-01,2024-06,Mid-West - houses,Mid-West,Houses,214.0,2.3,4.5,12.2
2024-06-01,2024-06,Midland - houses,Midland,Houses,229.3,0.3,2.2,10.7
2024-06-01,2024-06,National - all residential properties,National,All residential,181.7,0.9,1.7,8.9
2024-06-01,2024-06,National - apartments,National,Apartments,178.4,0.4,1.1,7.9
2024-06-01,2024-06,National - houses,National,Houses,182.5,1.0,1.8,9.0
2024-06-01,2024-06,National excluding Dublin - all residential properties,National excluding Dublin,All residential,205.6,1.0,2.1,8.5
2024-06-01,2024-06,National excluding Dublin - apartments,National excluding Dublin,Apartments,228.2,-0.4,1.1,9.6
2024-06-01,2024-06,National excluding Dublin - houses,National excluding Dublin,Houses,203.8,1.1,2.2,8.5
2024-06-01,2024-06,South Dublin - houses,South Dublin,Houses,164.2,0.2,0.2,10.5
2024-06-01,2024-06,South-East - houses,South-East,Houses,206.7,1.2,1.6,6.1
2024-06-01,2024-06,South-West - houses,South-West,Houses,204.1,0.2,1.7,9.8
2024-06-01,2024-06,West - houses,West,Houses,235.7,1.4,3.5,8.2
2024-07-01,2024-07,Border - houses,Border,Houses,221.2,2.1,5.4,12.1
2024-07-01,2024-07,Dublin - all residential properties,Dublin,All residential,161.0,1.3,2.5,10.4
2024-07-01,2024-07,Dublin - apartments,Dublin,Apartments,162.6,1.7,2.5,8.4
2024-07-01,2024-07,Dublin - houses,Dublin,Houses,161.3,1.3,2.6,10.9
2024-07-01,2024-07,Dublin City - houses,Dublin City,Houses,159.2,0.7,2.0,11.3
2024-07-01,2024-07,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,153.7,1.0,2.5,8.7
2024-07-01,2024-07,Fingal - houses,Fingal,Houses,164.0,2.3,4.1,11.8
2024-07-01,2024-07,Mid-East - houses,Mid-East,Houses,185.3,1.1,1.9,8.0
2024-07-01,2024-07,Mid-West - houses,Mid-West,Houses,218.4,2.0,6.3,12.5
2024-07-01,2024-07,Midland - houses,Midland,Houses,230.6,0.6,1.7,10.9
2024-07-01,2024-07,National - all residential properties,National,All residential,183.9,1.2,2.6,9.6
2024-07-01,2024-07,National - apartments,National,Apartments,180.7,1.3,2.0,8.9
2024-07-01,2024-07,National - houses,National,Houses,184.8,1.2,2.6,9.8
2024-07-01,2024-07,National excluding Dublin - all residential properties,National excluding Dublin,All residential,208.0,1.1,2.6,9.1
2024-07-01,2024-07,National excluding Dublin - apartments,National excluding Dublin,Apartments,229.2,0.4,0.9,9.9
2024-07-01,2024-07,National excluding Dublin - houses,National excluding Dublin,Houses,206.3,1.2,2.7,9.0
2024-07-01,2024-07,South Dublin - houses,South Dublin,Houses,166.5,1.4,1.8,12.1
2024-07-01,2024-07,South-East - houses,South-East,Houses,209.1,1.2,2.1,6.0
2024-07-01,2024-07,South-West - houses,South-West,Houses,206.0,0.9,1.4,9.5
2024-07-01,2024-07,West - houses,West,Houses,239.0,1.4,4.1,8.8
2024-08-01,2024-08,Border - houses,Border,Houses,229.2,3.6,7.9,15.8
2024-08-01,2024-08,Dublin - all residential properties,Dublin,All residential,162.9,1.1,3.4,10.9
2024-08-01,2024-08,Dublin - apartments,Dublin,Apartments,163.9,0.8,3.2,8.5
2024-08-01,2024-08,Dublin - houses,Dublin,Houses,163.3,1.2,3.4,11.5
2024-08-01,2024-08,Dublin City - houses,Dublin City,Houses,161.8,1.7,3.3,12.2
2024-08-01,2024-08,Dun Laoghaire-Rathdown - houses,Dun Laoghaire-Rathdown,Houses,155.3,1.0,3.1,9.7
2024-08-01,2024-08,Fingal - houses,Fingal,Houses,165.8,1.1,4.5,12.1
2024-08-01,2024-08,Mid-East - houses,Mid-East,Houses,185.7,0.2,2.4,7.8
2024-08-01,2024-08,Mid-West - houses,Mid-West,Houses,219.4,0.5,4.8,12.4
